"emp_no","last_name","first_name","sex","salary"
403343,"Hitomi","Adil","M",40000
403348,"Lodder","Chaoyi","M",40000
403351,"Escriba","Achilleas","M",44937
403352,"Kolvik","Fuqing","M",66931
403372,"Strooper","Jiakeng","F",49704
403390,"Asser","Gaurav","F",59865
403391,"Delgrande","Feipei","M",96478
403398,"Honiden","Radhika","M",67992
403408,"Toyoshima","Eirik","M",58001
403417,"Merey","Sastry","M",53975
403423,"Baja","Khosrow","M",42819
403426,"Brobst","Genki","F",51858
403442,"Perri","Zita","M",40000
403461,"Litzler","Arto","F",40000
403476,"Brookman","Elrique","M",63364
403479,"Brattka","Satosi","M",54414
403502,"Strehl","Sadegh","M",40000
403504,"Ranai","Danco","F",58238
403509,"Nannarelli","Shigeo","F",40000
403535,"Lorho","Theron","M",79162
403538,"Rajaraman","Masaru","M",70248
403543,"Kaelbling","Chaitali","M",47525
403556,"Nitsch","Mokhtar","F",55943
403558,"Hedayat","Tamiya","M",55291
403567,"Decaestecker","Lijie","M",55924
403580,"Erman","Ymte","M",40000
403582,"Snedden","Reuven","F",40000
403585,"Heydon","Kiam","M",40000
403588,"Kakkad","Hironobu","M",45140
403595,"Thimonier","Maris","F",40000
403607,"Nivat","Larisa","M",44968
403609,"Foote","Bartek","F",69644
403624,"Auria","Chanjung","M",61631
403625,"Zirintsis","Theron","M",40000
403639,"Ozeki","Bernice","M",40000
403640,"Benzaken","Shalesh","M",50066
403642,"Pashtan","Alejandra","F",58191
403673,"Kilgour","Lillian","F",50236
403681,"Pettis","Monique","M",75234
403682,"Prampolini","Kokou","F",81754
403689,"Matzke","Padma","F",42198
403690,"Doering","Phillip","F",66182
403708,"Talmon","Naftali","M",49468
403715,"Iivonen","Hirochika","M",80834
403716,"Gihr","Barry","M",40000
403723,"Lowrie","Anyuan","M",52405
403724,"Buchter","Gita","M",79537
403733,"Lortz","Giordano","F",44267
403740,"Garnick","Yakkov","M",66532
403743,"Dulin","Marsha","F",67349
403761,"Iisaku","Xiaoqiang","F",64803
403763,"Benaini","Seshu","M",98579
403778,"Melichar","Petter","F",50674
403788,"Furudate","Sachio","F",64376
403792,"Dolinsky","Danae","M",40000
403821,"Kobuchi","Fabrizio","M",40000
403828,"Syrotiuk","Shuji","M",46894
403829,"Picel","Claudi","M",40000
403838,"Radhakrishnan","Hitofumi","F",61035
403856,"Maksimenko","Aloys","F",77290
403863,"Debuse","Steve","F",55960
403876,"Riexinger","Youpyo","F",81218
403884,"Manders","Wuxu","F",52993
403889,"Fiebach","Muzhong","M",91266
403894,"Molenaar","Miomir","M",42333
403900,"Arlazarov","Susanne","M",40000
403906,"Steenbeek","Jeanna","M",41237
403912,"Nicolson","Arunachalam","M",63332
403914,"McConalogue","Shrikanth","F",40000
403919,"Decleir","Qiwen","M",67963
403921,"Radhakrishnan","Katsuyuki","M",73115
403922,"Asmuth","Jaana","M",40951
403925,"Garigliano","Subbu","M",41572
403928,"Schmittgen","Hatim","F",40921
403939,"Lorcy","Ramachenga","F",44091
403940,"Gustavson","Christoper","M",59872
403942,"Strandh","Feipei","F",40000
403949,"Chelton","Sreenivas","M",40000
403956,"Weedman","Xiping","M",40000
403971,"Plesums","Gererd","M",40000
403974,"Muniz","Sugwoo","M",51714
403998,"Peroz","Yucel","M",40287
404008,"Pehl","Ger","F",40000
404012,"Falster","Serif","F",80353
404016,"Eickenmeyer","Werner","M",54015
404038,"Kieras","Sigeru","F",61535
404040,"Himler","Tadahiro","F",66650
404053,"Perly","Akhilish","F",93353
404059,"McConalogue","Aleksander","M",40000
404062,"Iisaku","Yaghout","M",50524
404070,"Masaki","Mori","M",53576
404071,"Jansch","Ramzi","F",71895
404089,"Kaiserswerth","Yunming","F",40392
404097,"Validov","Shigeu","M",48479
404098,"Cannane","Nidapan","M",66617
404103,"Strehl","Younwoo","M",69750
404125,"Spinelli","Phule","M",40000
404133,"Sidhu","Menkae","M",43110
404151,"Moehrke","Jianhui","F",40000
404153,"Suomi","Richara","M",41291
404162,"Willoner","Oksana","M",89827
404169,"Bridgland","Bokyung","M",40000
404170,"Oppitz","Gaurav","M",47738
404179,"Bodoff","Susuma","M",46105
404198,"Granlund","Gennady","F",40000
404205,"Spelt","Kasturi","F",65844
404213,"Sgarro","Yunming","F",40000
404232,"Isard","Younwoo","F",65022
404240,"Luit","Gennadi","F",40000
404242,"Zwicker","Gudjon","M",40000
404243,"Kenevan","Luigi","F",40000
404289,"Moffat","Krister","M",40000
404295,"Linnainmaa","Marin","F",40000
404311,"Linnainmaa","Haldun","F",43599
404334,"Coors","Martins","F",61953
404340,"Selvestrel","Gretta","M",40000
404342,"Bain","Panayotis","M",62477
404350,"Khalid","JoAnne","M",67695
404372,"Selvestrel","Phule","F",66065
404377,"Sooriamurthi","Surveyors","M",69381
404384,"Rajcani","Zejun","M",62935
404395,"Reinhart","Gaetan","M",63708
404396,"Kandlur","Eckart","F",48194
404409,"Lanteri","Nalini","M",80835
404416,"Fiebach","Wilmer","F",83021
404418,"Speckmann","Kamakshi","M",48441
404423,"Erde","Elliott","M",48557
404430,"Stassinopoulos","Turgut","M",40000
404435,"Merel","Dhritiman","M",56561
404439,"Spieker","Weiye","F",40000
404440,"Asmuth","Gretta","F",40000
404443,"Georgakopoulos","Udaiprakash","M",41156
404447,"Hedayat","Weiyi","F",65482
404461,"Masaki","Shuichi","F",40000
404468,"Baez","Angel","M",58073
404497,"Gronowski","Baocai","F",85097
404501,"Nitta","Maya","F",44870
404519,"Ecklund","Jaewon","F",74105
404522,"Massonet","Arie","F",44482
404523,"Francisci","Rosalie","F",54198
404537,"DasSarma","Takahiro","F",71505
404549,"Perl","Fei","F",40000
404564,"Bednarek","Garnik","F",54825
404576,"Bardell","Abdulah","F",42156
404606,"Walstra","Arch","F",40000
404607,"Barriga","Toshimori","M",40000
404612,"Undy","Zine","M",53772
404631,"Rabehasaina","Genevieve","F",59329
404632,"Sridhar","Ranga","M",40000
404637,"Gulik","Mabry","F",40000
404638,"Alvarado","Youngkon","F",51474
404639,"Kavvadias","Vidya","M",73322
404659,"Farris","Huai","F",44308
404665,"Bala","Jeanne","M",48180
404674,"Furedi","Rajmohan","F",53382
404689,"Leaver","Gretta","M",72092
404719,"Kornyak","Pintsang","F",40000
404721,"Shiratori","Inderjeet","F",45721
404725,"Perry","Shugo","M",40000
404730,"Ranai","Valdiodio","M",55721
404738,"Encarnacion","Masato","M",40000
404739,"Linnainmaa","Boaz","F",65288
404741,"Reghbati","Shounak","M",40000
404747,"Ghemri","Berry","M",40000
404764,"Merey","Kotesh","M",73991
404779,"Ramsak","Xiaoqiang","M",40000
404782,"Fujisawa","Remko","M",57571
404787,"Heusch","Reinhold","M",44451
404788,"Beausoleil","Basem","M",50754
404792,"Rousseau","Saniya","F",66142
404797,"Stifter","Tetsurou","M",58310
404801,"Narahari","Stabislas","M",40000
404815,"Felder","Richard","M",40000
404817,"Hofstetter","DAIDA","M",54595
404828,"Falby","Shigeaki","M",55149
404830,"Ginesta","Yagil","F",40000
404849,"Nitsch","Hiroyasu","F",40000
404856,"McDermid","Yinghua","M",93013
404872,"Merks","Pramod","F",54661
404878,"Schaaf","Syozo","M",60805
404879,"Kaminger","Jeanne","M",40000
404880,"Farrar","Zhenhua","M",50780
404889,"Kadhim","Breannda","F",50160
404892,"Paludetto","Inderjeet","M",68371
404894,"Herath","Weicheng","M",57729
404901,"Iivonen","Shigeu","F",46226
404904,"Spinelli","Freyja","M",68501
404907,"Shihab","Zhaofang","F",53957
404908,"Apsitis","Kwangyoen","M",40000
404924,"Vigier","Wonhee","M",50540
404935,"Schauser","Hailing","M",53458
404939,"Penttonen","Tristan","M",51394
404941,"Katalagarianos","Mandell","F",50335
404946,"Bahr","Oldrich","F",56642
404959,"Bolotov","Rafail","F",72739
404966,"Conry","Paraskevi","F",40000
404975,"Fontan","Zsolt","M",67677
405005,"Schueller","Hatem","M",66920
405018,"Hutton","Peternela","M",63132
405029,"Karlin","Stevo","M",56682
405048,"Hanratty","Augustine","F",40000
405052,"Shackel","Shigehiro","M",42594
405074,"Collette","Tomofumi","F",61098
405079,"Peroz","Nathalie","M",82586
405083,"Cherinka","Divine","M",40000
405084,"Birnbaum","Cordelia","M",40164
405101,"Perelgut","Baoqiu","F",43324
405104,"Georgakopoulos","IEEE","F",57650
405116,"Hinsberger","Moto","F",40000
405122,"Salinas","Slavian","M",40000
405123,"Walstra","Zeljko","F",48381
405140,"Adachi","Stella","M",58697
405151,"Rabejac","Sachin","M",40000
405168,"Bruckman","Kensyu","F",40000
405170,"Rahier","Mrinalini","F",40000
405173,"Thorensen","Phuoc","M",45809
405182,"Ducloy","Cathie","F",66615
405192,"Alvarado","Sadun","F",40791
405193,"Zeleznik","Soenke","M",55993
405199,"Antonisse","Gou","F",48486
405200,"Furedi","Charmane","F",60590
405228,"Kisuki","Hidefumi","M",70631
405237,"Uchoa","Arie","F",67917
405238,"Ossenbruggen","Masali","M",53487
405247,"Shanbhogue","Adib","M",65008
405259,"Parveen","Vishv","M",50203
405267,"Highland","Vasiliy","M",51200
405269,"Zhang","Sadegh","F",48333
405280,"Rajala","Toshimori","M",42770
405293,"Riefers","Aram","M",40000
405300,"Krybus","Dante","M",79050
405308,"Leivant","Sreenivas","F",40000
405319,"Kalefeld","Gonzalo","M",40000
405326,"Hiyoshi","Shaowei","M",52271
405359,"Makinen","Lunjin","M",40000
405365,"Snedden","Rutger","M",52896
405366,"Aumann","Stabislas","M",55058
405368,"Gecseg","Tesuya","M",41023
405374,"Katzenelson","Xiaocheng","M",40000
405376,"Strandh","Adil","M",40000
405381,"Mahnke","Zito","M",50766
405390,"Hmelo","Kwan","M",44780
405393,"Gulla","Younwoo","M",40000
405397,"Poujol","Arne","F",51591
405406,"Ermel","Yolla","M",52814
405416,"Spelt","Makato","M",58040
405425,"Gischer","Uriel","F",59291
405430,"Keohane","Huiqun","M",40000
405431,"Pepe","Gina","M",40000
405436,"Strandh","Candido","F",44969
405438,"Compeau","Claudi","F",76487
405443,"Fraisse","Younwoo","M",43563
405462,"Murthy","Nitsan","M",70268
405463,"Felcyn","Ayakannu","F",40000
405486,"Murtagh","Zhensheng","F",54099
405500,"Mapelli","Remco","M",73462
405509,"Bottner","Maia","F",63452
405513,"Imataki","Paddy","M",40000
405516,"Schrooten","Szabolcs","M",40000
405524,"Farrel","Henk","M",40000
405549,"Pauthner","Debaprosad","M",79036
405563,"Matzen","Basim","M",61243
405564,"Milicia","Yishai","M",40000
405566,"Terkki","Youpyo","M",57790
405581,"Kitsuregawa","Ayakannu","M",42980
405591,"Gulik","Kellyn","F",47382
405592,"Delgrange","Domenick","F",72286
405593,"Chachaty","Amstein","M",47315
405602,"Anguita","Shao","M",65313
405621,"Kranzdorf","Xinglin","F",40000
405623,"Rosar","Claude","F",47781
405639,"Lienhardt","Godehard","M",46357
405646,"Gerteisen","Harjit","M",65101
405649,"Onuegbe","Kristin","F",40000
405659,"Gajiwala","Parviz","M",58835
405666,"Reeken","Sasan","F",62274
405672,"Talmor","Etsuo","M",53140
405676,"Peac","Geoff","M",93139
405677,"Delgrange","Hugo","F",68536
405679,"Besselaar","Frazer","F",40000
405685,"Cheshire","Byong","M",41476
405697,"Kavanagh","Katsuo","M",40000
405699,"Ghandeharizadeh","Constantino","F",41001
405700,"Akaboshi","Fen","M",50371
405708,"Pusterhofer","Suzette","F",40000
405723,"Rathonyi","Douadi","M",75918
405725,"Templeman","Gennady","M",45977
405726,"Bottner","Utpal","F",64917
405728,"Kropf","Iara","M",74156
405730,"Narahari","Vidar","F",60361
405734,"Preusig","Roselyn","F",61593
405735,"Soicher","Yannis","F",40000
405738,"Poehlman","Vitaly","M",40000
405742,"Tiemann","Mansur","M",44831
405744,"Schaap","Mrinalini","M",70434
405763,"Sommen","Toshimo","M",40000
405769,"Reinhard","Alejandro","M",62916
405771,"Schusler","Badri","M",40000
405773,"Capobianchi","Edwin","M",41980
405776,"Ramsay","Chaoyi","M",42546
405794,"Pavlopoulou","Niranjan","F",43220
405796,"Soloway","Yahiko","F",44912
405808,"Heering","Chinhyun","F",40000
405817,"Berstel","Golgen","M",40000
405818,"Selenyi","Barton","M",56986
405824,"Chepyzhov","Randi","M",40000
405825,"Kropf","Kannan","M",40000
405834,"Ginneken","Miomir","M",54405
405852,"Conde","Shigehito","M",84650
405868,"Seghrouchni","Shimshon","M",54704
405888,"Alpay","Leucio","F",59958
405892,"Cullers","Tamiya","M",78973
405909,"Steenbeek","Zhongwei","F",40000
405921,"Ananiadou","Uma","M",53811
405923,"Bain","Teunis","M",57855
405931,"Hebert","Werner","M",73204
405938,"Cronan","Marke","M",40000
405940,"Crouzet","Kaijung","M",41050
405945,"Caine","Xuejia","F",40000
405954,"Delaune","Xiaocheng","M",40000
405955,"Kaelbling","Owen","M",94546
405957,"Cochrane","Zhiguo","M",51741
405959,"Klyachko","Mountaz","M",40000
405967,"Legleitner","Qiwen","F",44870
405969,"Hutter","Tse","F",62483
405980,"Rattan","Shaunak","F",43056
405983,"Kolvik","Adly","M",40000
405992,"Guardalben","Carrsten","M",54973
406004,"Fraisse","Pranas","M",78434
406005,"Desikan","Moss","F",40000
406030,"Ventosa","Zhaofang","F",40000
406035,"Zobel","Nakhoon","F",56077
406043,"Hanabata","Georgi","F",40000
406045,"Magliocco","Xiahua","F",40000
406051,"Heystek","Guangming","M",40000
406063,"Kolinko","Vatsa","M",63836
406064,"Ramsay","Fumiya","M",57761
406069,"Honiden","Deborah","M",80392
406091,"Wendorf","Charmane","M",40000
406120,"Merro","Leah","M",40000
406137,"Atrawala","Arunachalam","F",40000
406142,"Prampolini","Lidong","M",43280
406148,"Ghazalie","Goetz","F",40000
406151,"Mahnke","Uinam","M",66809
406155,"Yetto","Garnet","M",40000
406169,"Trachtenberg","Raimond","F",40000
406176,"Kermarrec","Turgut","M",54862
406177,"Sgarro","Mizuhito","F",40000
406203,"Cusworth","Jongsuk","F",43132
406209,"Baar","Jayesh","F",50674
406221,"Panienski","Nirmal","M",40000
406225,"Perri","Avishai","F",45041
406239,"Tomescu","Marek","F",40000
406243,"Hiltgen","Feiyu","M",40000
406252,"Boyle","Apostol","F",57668
406260,"Jeansoulin","Mizuhito","M",62919
406267,"Biron","Lorien","F",49127
406270,"Kenevan","Ayakannu","F",81666
406271,"Linares","Shrikanth","F",40000
406277,"Paludetto","Siamak","F",77548
406285,"Domenig","Arno","M",51397
406310,"Glowinski","Fuqing","F",63233
406317,"Rabehasaina","Hinrich","M",40000
406320,"Lukaszewicz","Leon","F",60476
406330,"Nyanchama","Chenxi","F",40000
406337,"Servi","Manton","F",55571
406340,"Lagarias","Shahab","M",40000
406344,"Grabner","Seshu","F",54532
406362,"Landherr","Ebru","M",63867
406371,"Pavlopoulou","Kazuhisa","F",40000
406389,"Yurek","Dayanand","M",49549
406391,"Collette","Arun","M",73190
406406,"Macedo","Barun","M",50627
406413,"Suessmith","Khalil","M",40000
406419,"Plesums","Mohan","M",46738
406422,"Rikino","Udo","M",57565
406426,"Claffy","Hitofumi","M",40000
406435,"Carrera","Foong","M",50400
406440,"Parveen","Moty","F",66187
406442,"Chenney","Giri","M",40000
406447,"Yoshimura","Sachio","F",56222
406461,"Nannarelli","Somnath","M",69640
406462,"Iwayama","Leaf","F",90498
406472,"Baik","Susanna","M",55248
406474,"Hardjono","Manu","F",50550
406478,"Trachtenberg","Heeju","M",40000
406480,"Rodier","Sastry","M",83111
406487,"Dalton","Yongmao","M",57469
406489,"Rajcani","Cristinel","F",40000
406504,"Muntz","Rosine","M",54165
406508,"Brendel","Morrie","M",40000
406509,"Leivant","Koichi","M",69083
406537,"Ranum","Martien","F",40000
406542,"Lowrie","Alejandro","M",72480
406546,"Rajcani","Berto","M",40000
406549,"Pocchiola","Sudhanshu","M",40000
406550,"Warwick","Becky","M",51620
406552,"Foote","Erez","M",50827
406560,"Beidas","Make","M",42280
406586,"Muhlberg","Satoru","M",48808
406596,"Decaestecker","Genta","F",50412
406597,"Schnelling","Nahum","M",77875
406599,"Sullins","Volkmar","M",64791
406600,"Garigliano","Kenroku","M",64094
406611,"Vrecion","Rafols","M",50283
406628,"Lores","Toshimi","M",46194
406647,"Pargaonkar","Weidon","M",40000
406666,"Cusworth","Subhankar","F",40000
406671,"Redmiles","Chiradeep","M",40000
406673,"Foote","Mohamadou","M",49718
406690,"Maierhofer","Leszek","F",68315
406698,"Homond","Zongyan","F",40000
406700,"Besselaar","Yefim","F",93578
406701,"Takkinen","Rayond","F",46911
406707,"Hertweck","Susumu","M",66887
406713,"Peha","Zhonghua","F",40000
406717,"Bauknecht","Patricia","M",50642
406724,"Asser","Remko","F",40000
406727,"Naudin","Hongzhu","F",40000
406737,"Rassart","Arunachalam","F",40000
406739,"Baby","Demin","M",60711
406746,"DeMori","Takahira","M",51799
406758,"Brandsma","Nevio","F",47422
406762,"Yemenis","Jianwen","M",40000
406767,"Grabner","Ulises","M",40000
406769,"Nastansky","Mantis","M",40000
406770,"Bierbaum","Masanao","M",65989
406777,"Yoshizawa","Billie","F",71351
406783,"Rabejac","Vidya","M",42378
406794,"Scharstein","Jovan","M",57525
406806,"Plavsic","Shichao","F",46003
406816,"Yoshimura","Tsvetan","M",41246
406849,"Leppanen","Doohun","F",40000
406862,"Parveen","Arumugam","F",40000
406882,"Ghemri","Rayond","F",72744
406883,"Zaiane","Jianhao","F",43832
406913,"Angel","Geoffry","M",40000
406935,"Jansen","Arunachalam","F",50701
406939,"Peac","Eirik","M",52400
406945,"Bergere","King","M",71761
406948,"Lundstrom","Shridhar","F",40000
406963,"Melter","Harjit","F",53589
406966,"Zeilberger","Zissis","M",41772
406972,"Maksimenko","Tommaso","F",40000
406989,"Mawatari","Goo","F",40000
406992,"Heemskerk","Kazuhiko","M",72001
407003,"Jumpertz","Muneo","F",40000
407014,"Dayang","Behnaam","F",40000
407020,"Strooper","Badri","F",40000
407037,"Luft","Jingling","F",51896
407047,"Constantine","Heather","M",59349
407058,"Tsukuda","Doohun","M",40000
407059,"Quadeer","Luigi","M",57894
407075,"DasSarma","Rasiah","F",40000
407078,"Aloia","Rosella","F",84104
407081,"Swift","Heeju","F",47578
407082,"Rosca","Shih","F",40000
407090,"Georg","Jaques","F",40000
407096,"Schwabacher","Shahab","M",52201
407108,"Vickson","Shigeaki","M",49417
407111,"Penz","Panayotis","M",84648
407120,"Stroustrup","Evgueni","M",82961
407121,"Milicia","Abdulah","M",40000
407125,"Taneja","Gila","M",95142
407131,"Rijckaert","Mihalis","F",40000
407138,"Deville","Gay","M",55590
407140,"Malabarba","Fayez","F",53237
407155,"Quittner","Sivanarayana","F",44382
407170,"Valtorta","Gladys","M",40000
407172,"Speer","Sreekrishna","F",45266
407181,"Matzov","Haldon","M",67926
407203,"Boreale","Somnath","F",48571
407206,"Snedden","Masamitsu","M",40000
407210,"Delgrange","Gopalakrishnan","F",40000
407212,"Danecki","Surveyors","M",53619
407214,"Erva","Nathalie","M",40000
407217,"Gecsel","Moheb","F",40000
407218,"Bondorf","Marie","M",43551
407223,"Zallocco","Mandell","F",40000
407227,"Gyimothy","Inderjeet","M",48236
407238,"Chaudhury","Kokou","M",43632
407241,"Passino","Pranav","M",97524
407253,"DuBourdieux","Kristina","M",53336
407257,"Driscoll","Randy","F",64193
407258,"Shackel","Jasminko","M",53539
407260,"Baak","Kiam","F",58003
407283,"DeMori","Zhonghui","F",59416
407284,"Koblitz","Sanjoy","F",55604
407289,"Reeken","Shigehito","M",40000
407292,"Range","Tzvetan","M",68377
407296,"Kushner","Kristine","M",40000
407298,"Underwood","Jayesh","F",94060
407303,"Schauser","Sham","M",80322
407325,"Ramaiah","Kristian","M",40000
407331,"Thummel","Khedija","M",45331
407335,"Krychniak","Niteen","M",58730
407338,"Zaiane","Erzsebet","F",50767
407339,"Kranzdorf","Adamantios","M",40000
407347,"Bahi","Arumugam","M",73754
407351,"Mellouli","Vitaly","F",68853
407353,"Gniady","Richard","F",56396
407356,"Porotnikoff","Yifei","F",75435
407357,"Tibblin","Kayoko","M",40000
407368,"Garnick","Morris","M",85334
407371,"Shackell","Radhakrishnan","M",79403
407394,"Biron","Van","F",40000
407395,"Thiran","Shaz","M",40000
407398,"Azuma","Uwe","F",53557
407406,"Kusalik","Halsur","M",102599
407407,"Majewski","Martial","M",40000
407417,"Krider","Barton","F",40000
407419,"Pietracaprina","Xiahua","F",70073
407420,"Baar","Rosalyn","F",54270
407422,"Matzke","Heng","F",57831
407432,"Emmerich","Xiaoshan","M",40000
407440,"Wolniewicz","Shan","F",74084
407466,"Chimia","Vishu","F",40000
407469,"Portugali","Van","M",55736
407471,"Comyn","Satosi","F",40000
407475,"Gulak","Jahangir","M",40000
407496,"Chappelet","Youssef","F",40000
407500,"Keohane","Siddarth","F",47221
407514,"Zallocco","Randy","F",40000
407520,"Orlowska","Radhia","F",48485
407524,"Cronau","Sajjan","F",40000
407532,"Byoun","Adel","F",54339
407538,"Felder","Ekawit","F",75513
407547,"Barreiro","Karlis","M",45943
407559,"Adachi","Hironoby","F",40000
407562,"Budinsky","Bodh","F",83691
407564,"Petereit","Serenella","M",71992
407567,"Tramer","Gully","F",67153
407571,"Flowers","Danco","M",56472
407572,"Kohling","Leah","F",40280
407582,"Gimbel","Mansur","M",65483
407603,"Kawashima","Fan","M",40000
407604,"Aamodt","Gunilla","F",46432
407632,"Reeker","Monique","M",48991
407652,"Reghbati","Kersti","M",40000
407655,"Vendrig","Subir","F",40978
407659,"Swiler","Remko","M",40000
407664,"Lanphier","Shaleah","F",80909
407666,"Ramsay","Hilary","F",43632
407671,"Lanteri","Achilleas","F",57267
407681,"Bakhtari","Ibibia","M",45181
407683,"Bahk","Tuval","M",44173
407689,"Back","Vasilis","M",51123
407692,"Pardalos","Mamdouh","M",43268
407700,"Demeyer","Vidya","M",64875
407702,"Terekhov","Florian","M",57460
407711,"Haldar","Eberhardt","M",49878
407719,"Munke","Candido","M",51248
407732,"Marsiglia","Yefim","M",89670
407735,"Crabtree","Amstein","M",40000
407736,"Swift","Unal","M",81569
407747,"Rajaraman","Chuanti","F",40000
407750,"Douceur","Magdalena","M",40000
407751,"Panienski","Saddek","F",64985
407765,"Clemencon","Gully","F",40000
407773,"Kermarrec","Ingmar","M",42173
407777,"Rahier","Mohan","F",45020
407784,"Karlin","Billie","F",56188
407786,"Roohalamini","Yechiam","F",42944
407791,"Chappelet","Berto","F",48560
407807,"Sanella","Udi","M",41164
407814,"Waymire","Dinah","F",71026
407832,"McClure","Val","M",64414
407847,"Imataki","Lijia","M",74061
407848,"Chinen","Yoshinari","M",40000
407850,"Lores","Adel","M",40000
407860,"Hartvigsen","Yannis","M",62026
407876,"Erbe","Youjian","F",41996
407900,"Ulupinar","Sarita","F",44309
407901,"Gilg","Keung","F",44670
407904,"Callaway","Cordelia","M",83163
407905,"Wolniewicz","Raimond","M",60828
407920,"Leijenhorst","Quingbo","M",43710
407938,"Mundy","Tooru","M",40000
407955,"Thebaut","Phuoc","M",40000
407958,"Luft","Uma","F",85569
407959,"Kusalik","Mang","F",50252
407961,"Hofting","Remco","M",43642
407965,"Unno","Munehiro","F",68981
407968,"Olano","Tadahiko","F",63505
407972,"Huxford","Sachar","M",54389
407978,"Busillo","Luisa","M",53964
407979,"Dayang","Toshiko","F",64352
407984,"Gien","Chrisa","M",40000
407997,"Bennet","Djelloul","F",48377
408019,"Chleq","Shridhar","F",46019
408030,"Vitiello","Kiyokazu","F",62281
408037,"Pintelas","Weiye","M",49165
408039,"Baumann","Thodoros","F",40000
408046,"Veccia","Nirmal","M",40000
408050,"Veeraraghavan","Heejo","M",58379
408055,"Wrigley","Mikhail","M",40000
408060,"Nitto","Theirry","M",40000
408069,"Miyakawa","Lihong","M",58834
408081,"Hasenauer","Zhilian","M",96077
408083,"Conde","Qunsheng","M",67915
408101,"Takanami","Arno","M",62647
408121,"Smailagic","Arto","M",45259
408128,"Puppe","Berna","M",57013
408133,"Pearson","George","F",40000
408139,"Madeira","Zejun","F",66374
408161,"Aloia","Rafail","M",42211
408165,"Ertl","Ramalingam","F",51520
408178,"Copas","Adil","F",44564
408190,"Garrabrants","Jaana","F",41296
408206,"Colorni","Rasikan","M",56082
408222,"Stemann","Isaac","M",55299
408224,"Suermann","Nechama","M",51747
408238,"Conia","Stepehn","M",40000
408254,"Streng","Foong","M",48440
408274,"Schlegelmilch","Kwun","M",55491
408301,"Guenter","Tianruo","F",54642
408356,"Jonsson","Visit","M",40000
408361,"Weiland","Miomir","F",40000
408380,"Herath","Fabrizio","F",78011
408381,"Bierman","Lucian","M",40000
408395,"Shanbhogue","Cullen","F",73689
408397,"Ranon","Pranay","F",69062
408403,"Peltason","Valery","F",75450
408405,"Lamparter","Nidapan","F",40000
408408,"Jiafu","Ramzi","M",42802
408412,"Chandrasekhar","Poorav","M",40000
408425,"Vieri","Marke","M",40000
408429,"Heinisuo","Weicheng","M",40000
408432,"Puoti","Kristin","M",53442
408435,"Vilarrasa","Bikash","F",89802
408436,"Bressoud","Bilhanan","M",41827
408437,"Solares","Uno","M",59806
408457,"Kulisch","Kamran","M",40000
408468,"Demian","Uma","M",40000
408475,"Showalter","Gonzalo","M",55135
408495,"Bellone","Basem","F",69383
408496,"Katiyar","Premsyl","M",64890
408500,"Yoshizawa","Shichao","M",40000
408501,"Peir","Gen","M",61887
408518,"Schlumberger","Tiina","F",66483
408529,"Molenaar","Arnould","M",40000
408537,"Iivonen","Demin","M",43277
408540,"Hebert","Danae","F",40000
408542,"Conde","Adin","M",67242
408565,"Kitsuregawa","Thanasis","M",53484
408570,"Knightly","Supot","F",55538
408574,"Pehl","Martina","M",40000
408582,"Clemencon","Rosli","M",80078
408604,"Emmerich","Girolamo","F",46043
408616,"Zielinski","Shahaf","M",40000
408617,"Negoita","Etsuo","M",40000
408619,"Segond","Inderjeet","F",92900
408637,"Guardalben","Radhika","M",68587
408641,"Rosin","Toshiki","M",40000
408642,"Begiun","Yahiko","M",56892
408643,"Riesenhuber","Marsja","F",40000
408645,"Felder","Junichi","F",55118
408646,"DasSarma","Jaber","F",61958
408647,"Gurbaxani","Brendon","M",46458
408656,"Birch","Mario","F",54270
408669,"Merkl","Ramzi","F",40000
408678,"Aseltine","Iara","M",63213
408681,"Schwabacher","Goncalo","M",40000
408699,"Dahlbom","DAIDA","F",40000
408762,"Eickenmeyer","Soenke","F",40000
408781,"Gecsel","Gladys","F",40000
408784,"Sidou","Constantijn","M",50069
408786,"Azadmanesh","Khatoun","F",54046
408796,"Etalle","Anwar","M",44060
408798,"Leppanen","Dietrich","F",62401
408799,"Marzano","Vidya","F",40000
408807,"Tanemo","Hsiangchu","M",78639
408816,"Katiyar","Lech","F",49590
408834,"Ermel","Amstein","M",47807
408843,"Rusmann","Kirk","F",52520
408868,"Milicic","Tuval","M",82911
408878,"Michaels","Satoru","M",53420
408881,"Aloia","Christophe","F",51437
408883,"Bolsens","Yifei","F",40000
408905,"Brlek","Gianluca","M",40000
408922,"Gulak","Bernardo","M",40306
408928,"Erman","Kristinn","F",40293
408932,"Smeets","Subhankar","M",70549
408936,"Hofting","Jenwei","M",41966
408950,"Barriga","Subhrajyoti","M",58568
408960,"Kushnir","Vishu","M",52552
408974,"Fasbender","Jouko","M",52308
408976,"Plumb","Tooru","F",64096
408988,"Menyhert","Leaf","F",109394
408995,"Muhlberg","Sungwon","M",94858
409006,"Birnbaum","Moni","M",55613
409010,"Gulak","Baziley","M",50870
409020,"Belinskaya","Zeljko","M",42731
409028,"Hebden","Steve","F",93209
409031,"Steinauer","Masoud","F",40000
409044,"Ebeling","Nevin","M",54386
409046,"Heijenga","Arco","M",50895
409053,"Choobineh","Hsiangchu","M",85851
409058,"Greibach","Ung","M",40000
